question,expected_document,hit,correct_rank,top_result,returned_paths,method
Can I add my own name to the list if I am interested in a specific title?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""guides/it/Miro.md"", ""guides/cloud/aws_partner_certs.md"", ""guides/it/laptop_security.md"", ""guides/hiring/referral_policy.md""]",vector
Who is currently tracking the progress or status of the book Release It!?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""README.md"", ""guides/contributing_to_the_handbook.md""]",vector
Where can I find the full list of our current book collection?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/contributing_to_the_handbook.md""]",vector
Where can I find the list of books the club has already finished?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,1,5.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md""]",vector
Is there a link available to see all the titles we have covered so far?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/it/laptop_security.md"", ""guides/equality-diversity-and-inclusion/about-di-community.md""]",vector
Does the group keep a record of the books read in previous sessions?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/line-management/121s.md"", ""guides/mentorship/mentees/README.md""]",vector
Where should I look if I want to see the complete list of past readings?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/office/officehandbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/contributing_to_the_handbook.md""]",vector
Can I view the collection of books that have been discussed by the team?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""team-norms/retrospectives.md""]",vector
Who is the person responsible for suggesting these technical books?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""README.md"", ""guides/ai/start_here.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md""]",vector
Can you tell me which author wrote the guide on infrastructure management?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""README.md"", ""roles/lead_delivery_manager.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md""]",vector
Is there a specific list of recommended reading for the engineering team?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,1,3.0,communities-of-practice/cloud-and-engineering/book-club/welcome.md,"[""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""team-norms/development_practices.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/learning/README.md"", ""roles/associate_software_engineer.md""]",vector
Which book should I check out if I want to learn more about testing methods?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,1,3.0,communities-of-practice/cloud-and-engineering/book-club/welcome.md,"[""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/office/officehandbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md""]",vector
Are there any materials in our collection that cover domain design topics?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""README.md"", ""roles/mid_content_designer.md"", ""roles/senior_content_designer.md"", ""company/about.md""]",vector
Where can I see the list of titles the group finished already?,communities-of-practice/cloud-and-engineering/book-club/library/library.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""guides/equality-diversity-and-inclusion/about-open-and-closed-community.md"", ""guides/security/last_day.md"", ""team-norms/retrospectives.md"", ""roles/README.md""]",vector
Is there a specific place to find suggestions for what we should read next?,communities-of-practice/cloud-and-engineering/book-club/library/library.md,1,2.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/contributing_to_the_handbook.md""]",vector
How do I check which books are currently on the radar for the future?,communities-of-practice/cloud-and-engineering/book-club/library/library.md,1,2.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md""]",vector
Where is the collection of recommended reading located?,communities-of-practice/cloud-and-engineering/book-club/library/library.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/library.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/office/officehandbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md""]",vector
Can I find a history of our previous book selections anywhere?,communities-of-practice/cloud-and-engineering/book-club/library/library.md,1,3.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/contributing_to_the_handbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md""]",vector
How do I actually get the invite for the meetings added to my work calendar?,communities-of-practice/cloud-and-engineering/book-club/welcome.md,0,,benefits/lunchers.md,"[""benefits/lunchers.md"", ""benefits/getting_together.md"", ""guides/equality-diversity-and-inclusion/about-open-and-closed-community.md"", ""guides/office/officehandbook.md"", ""guides/process/scheduling/how_scheduling_works.md""]",vector
Am I allowed to use my professional development budget to buy the book we are reading?,communities-of-practice/cloud-and-engineering/book-club/welcome.md,0,,benefits/work_ready.md,"[""benefits/work_ready.md"", ""guides/learning/README.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/compensation/expenses.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md""]",vector
How often do the book club sessions usually take place?,communities-of-practice/cloud-and-engineering/book-club/welcome.md,1,5.0,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""benefits/lunchers.md"", ""guides/mentorship/mentees/README.md"", ""benefits/getting_together.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md""]",vector
Is it okay if I just listen in during the meetings instead of actively joining the discussions?,communities-of-practice/cloud-and-engineering/book-club/welcome.md,0,,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""guides/line-management/121s.md"", ""benefits/getting_together.md"", ""guides/equality-diversity-and-inclusion/about-open-and-closed-community.md"", ""guides/welfare/ethical_boundaries.md""]",vector
Where should I post my thoughts or questions about the current chapter before we meet?,communities-of-practice/cloud-and-engineering/book-club/welcome.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""guides/mentorship/mentees/README.md"", ""company/welcome_pack.md"", ""guides/contributing_to_the_handbook.md"", ""guides/mentorship/README.md""]",vector
